screenId,summary
35073,social app for seeing photos
35073,window displaying to choose photo
14505,display of a pop up
14505,notification to track your gas mileage
14505,pop up displaying help info in an automobile application
14505,pop up page displaying info an app
14505,pop up window for gas app
1185,page displaying an image
1185,page displaying the image of sixth week baby
1185,page shows image of pregnancy app
1185,picture in a gallery of 6 week
1185,screen showing embryo size of week
24892,sign in page for an application
24892,sign in page
24892,sign in page
24892,sign in page
24892,sign-in page
35418,display of languages to choose
35418,page displaying options to select the language
35418,page displaying to choose the language
35418,page for choosing a language
35418,page shows to select a language
29273,display of a initial stages
29273,page displaying to set a reminder
29273,page displaying to set office hours
29273,page showing options in a reminders related app
29273,reminder to set office hours
28629,home page
28629,screen displaying the welcome page of travel app
28629,screen showing welcome page of a travel app
28629,starting page of a travelling app
28629,welcome page of a online booking application
19245,alert message displaying different units
19245,pop up displaying a list of speed
19245,pop up message to select wind unit
19245,pop up window of wind unit
19245,pop-up to select the distance per time
14734,memories to save in the application with your images
14734,page asking to enter details to post a picture
14734,page asking to enter the data
14734,page displaying to add caption
14734,page displaying to enter details for application with few options
14751,display with alerts option
14751,display page of a earthquake detection app
14751,page displaying an alert option
14751,page displaying to add new alert
14751,settings page of earthquake detection app
12402,pop up page for inviting persons of a social app
12402,pop up to invite someone
12402,pop up window for invitation
12402,pop-up showing an invitation option
12402,popup showing information and invite option
13350,display shows pop up about lost card information
13350,introductory page
13350,page displaying to replace a card
13350,page showing information of different kinds of card
13350,screen displaying the new update
3518,notification with options
3518,page displays to allow an application
3518,pop up displayed a profile to allow or deny
3518,pop-up asking permissions to access the profile details
3518,pop-up shows to continue with an application
34588,page showing sign in page
34588,screen displaying sign in page
34588,sign in page
34588,welcome page of the application to sigh up
34588,welcome to the sign in page
32338,pop up displayed to rate an application
32338,pop up displaying to rate application with different options
32338,pop-up displaying to rate the app
32338,pop-up showing to rate the app
32338,popup showing information about love fiverr
15953,page asking to select country
15953,page showing select a country with next option
15953,screen shows multiple options in a message application
15953,welcome page
15953,welcome page
23256,diagnostics page of a vehicle maintaining app
23256,page displaying about diagnostics in app
23256,page displaying an diagnostics details
23256,page displaying multiple options
23256,page showing multiple diagnostics
14618,display of a pop up
14618,notification displaying learn more and close options
14618,pop up page
14618,pop up showing options to learn more or close
14618,pop up showing weekend special rental deal
13667,display of contact list to choose a contact
13667,display shows number of contacts
13667,page displayed a contact list to choose
13667,screen displaying list of contacts
13667,screen page of a list of contacts
28628,display of log in page
28628,page asking email info to log-in to travel app
28628,page displaying to enter email
28628,page with continue option
28628,window displaying a flight app
11701,discover for what you love
11701,login page for the social app
11701,login page
11701,page with various login options
11701,welcome page displaying login details
16654,information of shopping for whom
16654,page displaying to select details for shopping app
16654,page of a shopping application
16654,shopping page displayed to select a category
16654,welcome page of a grocery app
33243,notification page displaying various questions
33243,pop-up displaying different question available
33243,pop-up showing multiple question options
33243,pop-up shows list of options
33243,popup showing information about application
32700,pop up of apps to share the information
32700,pop up page showing app preference for sharing
32700,pop up showing different options to share
32700,pop-up for showing different share options
32700,popup showing different apps to share
20046,page displayed an image
20046,page displaying image in a android application
20046,page showing an image with a caption
20046,page showing an image with some content
20046,page showing the image in gallery app
27757,introductory page of an entertainment application
27757,page displaying a weather forecast in the app
27757,page displaying new widget to launch
27757,page displaying the screen shot in the application with option
27757,page showing a suggestion about an app
15536,display of log in page
15536,login in page displayed
15536,login page for an application
15536,login page
15536,login page
21409,home page of a sports app
21409,home page of a sports app
21409,home page of an entertainment app
21409,page showing the top feed
21409,page shows different options in sports news app
25873,message application starting page with description
25873,welcome page for a new app
25873,welcome page for the remote messaging app
25873,welcome page
25873,welcome page of s-m-s app
19929,display of log in page
19929,log in page of the app
19929,login page of a social app
19929,login page
19929,login page
1535,display shows likes page in a dating application
1535,likes status in the mobile application
1535,page showing the interface of dating related app
1535,page showing the option for premium subscription
1535,premium page
31940,different colors of the page
31940,multiple options displaying under message setting
31940,page asking to select a color
31940,page showing colors to select
31940,page showing different colors
1067,login page displaying for entering login details
1067,login page
1067,login page
1067,login page
1067,welcome page displaying login details
18056,sign in page
18056,sign-in page of a social app
18056,welcome page for the audio entertainment app
18056,welcome page of a online audiobook
18056,welcome page
3109,confirm page
3109,page displaying different categories available
3109,page displaying list of summary of answers with other options
3109,page displaying with list of options in health care application
3109,page showing different options on an app
33831,display of options to log in into social applications
33831,page showing sign up page for accessing an account
33831,screen displaying the sign in page
33831,sign in page of a social app
33831,sign in page of an social app
30920,instruction page
30920,page displaying the quick access of the app
30920,page showing different options in a translation app
30920,screen shows multiple options
30920,window displaying status bar page
20544,display of a initial stages
20544,home page displaying about privacy
20544,list of option with radio buttons available in the app
20544,page showing information about privacy management app
20544,page showing the options for privacy of social app
33132,home page of an exercising app
33132,page displaying the various types of workouts
33132,page shows to start different body exercises
33132,screen displaying the start page of fitness app
33132,starting page
10908,display page of a messaging app
10908,page showing sms
10908,page showing information about evolve sms
10908,page showing logo
10908,screen shows evolvesms option
28691,display with share and submit options
28691,page displaying an image with different options
28691,page displays to share photo
28691,screen displaying the share page of social app
28691,screen showing description and select option
22901,mobile application for women periods care
22901,page displaying details of periods for an app
22901,page of menstrual management in the pregnancy app
22901,screen page displaying to fill the details
22901,window displaying menstruation recording calendar
32447,display shows number of applications
32447,pop up displaying the different share options
32447,pop up of different apps to share the information
32447,popup page for sharing through different apps
32447,share information with different apps
1231,display image of options
1231,page displaying a home page
1231,page displaying various articles and options
1231,page showing the thumbnails of top news
1231,page showing top news
26019,page displays multiple options in weather forecast widget
26019,page showing different options in the weather forecasting app
26019,pop up displaying settings options
26019,pop-up showing settings with list of other options
26019,pop-up showing the multiple options
2647,list of options in south shore
2647,list of options under south shore
2647,menu of options showing
2647,online booking application displayed menu list
2647,screen displaying the menu
11164,page displaying a search in process
11164,screen showing searching option
11164,screen shows searching status of page
11164,searching page
11164,welcome page displaying searching
31744,display of a result page in a game application
31744,page displaying results about healthcare
31744,page displaying the result of the practice in the app
31744,page displaying various options in health application
31744,page showing different options in doctor consultation app
29363,login page for a movie booking app
29363,login page of a social app
29363,login page of a social application
29363,login page
29363,welcome to the sign in page
33035,home page displaying art gallery
33035,page for the drawing art app
33035,page showing various details about art
33035,screen displaying art gallery page
33035,screen displaying the gallery page with no content
23956,holy bible offline with email
23956,pop up of app to share the information
23956,pop up showing a application
23956,pop-up showing holy book offline using option
23956,pop-up showing
10610,page asking to add a location to get notifications
10610,page with save option
10610,page showing option and location in map
10610,page showing options related to location setting
10610,screen page of a map
28821,app details are presenting in settings page
28821,mobile display with settings and version number in the app
28821,page displaying a option under help bar
28821,page showing the version
28821,screen shows version number
35032,display shows membership page in fitness application
35032,page displaying information about a payment
35032,page showing options like forever
35032,screen shows time plans for yoga application
35032,welcome page showing different subscription options
16596,page displaying an shopping app
16596,page displaying icon of shopping app
16596,page displaying unlike of shopping app
16596,page showing next and skip option
16596,welcome page
13423,display with start group option
13423,page for starting a group
13423,page shows to start a group
13423,page to start a group in a messaging app
13423,screen shows multiple options
27775,page displayed instructions to measure respiratory rate and other options
27775,page displaying description
27775,page displaying how to measure optoelectronic
27775,page displaying to measure respiratory rate in app
27775,page showing a measure button
20266,page displaying playing music in app
20266,page playing audio about vision
20266,playing the vision of meditation of music
20266,screen displaying the audio player
20266,window displaying with playing music
21314,display shows code page in the dating application
21314,page showing a code in a dating app
21314,page showing the code and an option to send
21314,screen displaying the coupon code
21314,social app for dating and chatting
15070,page displaying information about the application with option
15070,page displaying to accept and agree the terms
15070,page displaying to confirm the license terms
15070,page showing a license agreement to use the app
15070,screen showing privacy policy
34376,display of a empty history page
34376,history page in a bible app
34376,page displaying begin reading
34376,page showing the history section in a reading app
34376,page shows reading history
10836,pop up showing different options to open
10836,pop-up showing options to open the app
10836,pop-up showing various options to open with
10836,pop-up shows open with details
10836,push-up displaying to open the page
17133,different kinds of options in mobile bellow the about tab
17133,page showing all the options
17133,page showing different options for knowing about the app
17133,page showing the 'about section
17133,page showing the options in about tab
15170,map application for your needed location
15170,page asking to set a location on a map
15170,page displaying to set a location in a navigation app
15170,page displaying to set a location in navigation app
15170,screen displaying the maps page for a location
24394,different features are displaying in the translating app
24394,page displayed language translator application
24394,page showing the interface in a translation related app
24394,page shows options in language translator application
24394,search page for the language translation app
11950,page with locate option
11950,page with various options and information
11950,page showing different phrases in bible app
11950,page showing different verses in genesis
11950,screen shows genesis 5 information
29594,display of options for an application
29594,display page with multiple options
29594,home page
29594,page advertising to join the app
29594,page showing different options in a banking app
2799,welcome page for meeting app
2799,welcome page for social app
2799,welcome page of a chat application
2799,welcome page of social app
2799,welcome page with options in a messaging app
2675,display of options
2675,list of genders available in the app
2675,page displaying to select an option of an dating app
2675,page displaying various options to select
2675,screen shows to fill gender details
20166,page displaying about daily challenge exercise
20166,page displaying different options
20166,page showing information in daily challenge
20166,screen displaying the daily challenge
20166,screen displaying the page of a fitness app
22865,display page of a healthcare app
22865,home page displaying list of symptoms
22865,page displaying list of symptoms for an app
22865,page displaying the list of symptoms
22865,page showing the options in symptoms tab
18120,display of poster of a comic
18120,page displaying image of a comic book
18120,page displays comic book
18120,page showing a cartoon comic
18120,reign of the supermen of app
17312,app log in with social app
17312,logging into a page through social app
17312,login page
17312,page displays the login option to learn a language
17312,page to learn korean language
3260,page displaying search options in a real estate based app
3260,page displaying to search for residential
3260,page showing the options for property purchase
3260,screen showing buy page to search location
3260,screen shows residential details
29535,page showing information about a profile
29535,page showing multiple fields with a button
29535,page showing to enter the details in a messaging app
29535,profile page for verifying a phone number
29535,verification page for the social app
31620,page displaying an address with other options
31620,page showing interface for family location tracker app
31620,page showing the location of family
31620,page shows to find your family in google maps
31620,showing last location of family with date
10414,page displaying photo and video options
10414,pop up message with options
10414,pop-up displaying with few options
10414,pop-up showing to send photos and videos
10414,pop-up shows different options in news application
18891,display of options
18891,displaying different categories of news
18891,displaying multiple options
18891,notification displaying various options
18891,page showing different options like home
15376,page displaying the information of the various options
15376,page displays settings
15376,page showing different options in settings
15376,screen displaying list of settings
15376,settings page
32969,list of options in food app
32969,page displaying food recipes
32969,page displaying near by restaurants
32969,screen displaying various food images
32969,screen showing nearby restaurants
1381,home page
1381,list of different kinds of emojis
1381,page displaying images of all devices of a tv app
1381,page displaying various images
1381,screen displaying various types of images
26822,list of different options
26822,page displaying the list of options
26822,page of view score of the app
26822,screen page of a sports updates
26822,window displaying with all cricket updates
16869,display of a question
16869,page showing options related to a personality evaluator app
16869,pop up displaying about personality
16869,pop up of you feel better when things are
16869,pop-up shows to select an option
12716,home page displayed of a financial transction app
12716,home page
12716,home screen
12716,page showing information about get started
12716,welcome page displayed to get started in an payment application
18828,display shows to search flights
18828,page asking to enter the flight details
18828,page displaying different options
18828,search page for the flight booking app
18828,social app for searching flights
12448,display of search page in a car finding app
12448,page with find cars options
12448,page showing to find cars on an app
12448,page shows information about cars
12448,page shows to find cars in the car searching app
10128,displaying help page of a weather app
10128,help page
10128,list of various options
10128,page displaying the information various options
10128,screen shows help page
14629,display shows different type of cats
14629,home screen displaying different cat sounds
14629,page displaying different kinds of images and icons
14629,page showing the different sounds of animal
14629,page with different cat sounds
18068,page displaying compass
18068,page displaying information about current location
18068,page showing information about application
18068,page showing the figure along with the coordinates
18068,welcome page displaying description
3450,display of a page with settings
3450,do not disturb settings in the mobile
3450,page displays do not disturb options
3450,page showing the schedule time with various options
3450,screen displaying do not disturb page
23036,display of membership options for an app
23036,home screen of a movie player
23036,page displaying to choose membership options for an entertainment app
23036,welcome page to the application with information and options
23036,window displaying to choose membership
20149,history status showing in this page
20149,page displaying the history
20149,page showing blank page with no event
20149,screen showing history page
20149,window displaying a history page
28439,contact page of a speed camera detection app
28439,page displaying about information for application
28439,page for contacting and rating an app
28439,page showing to contact an app
28439,screen displaying contact and about page
26578,pop up notification of messaging app
26578,pop-up displaying the option to select conversation
26578,pop-up displaying to select conversation in app
26578,pop-up is showing to select a conversation
26578,pop-up to select conversation in a messaging app
16871,display of a question
16871,display with mbti type in mobile
16871,page displaying different options
16871,page displaying the question with options
16871,screen shows multiple options
22522,alert message to select an app to open a file
22522,alert message to select the app to open the file
22522,list of application options for browsing
22522,pop-up showing two options to open a browser
22522,push up message to open via social application
27507,page displayed scrolling settings of an devotional application
27507,page displaying setting in app
27507,page showing the scrolling settings
27507,screen displaying option in scrolling settings
27507,screen shows scrolling settings
3168,not servicing the selected location of the map
3168,page displaying information about services
3168,page displaying no service at this location in app
3168,page of a location finder app
3168,screen showing pin on selected location
23825,informative page
23825,news of japan and russia in social media
23825,page displaying the information about the news in detail
23825,page displaying the news on a topic
23825,page showing the details of an article
15440,pop-up showing option like deny or allow
15440,pop up asking for permissions for the app
15440,pop up showing the profile information
15440,pop-up asking permission to use my information
15440,pop-up showing to allow or deny
12951,login page for the social app
12951,login page
12951,page showing information about login page
12951,screen showing log in page
12951,starting page of a business application
27511,page of a bible app with quick settings
27511,page showing information about settings
27511,page showing information about settings
27511,pop up page for quick settings
27511,popup of quick settings in the religious book app
31457,gps enabling options in the mobile phone
31457,page displaying about gps devices
31457,page displaying about the devices connected to cars
31457,page displaying multiple options
31457,page showing the options in gps app
20263,home page for a booking application
20263,home page of a online booking application
20263,home page with search bars
20263,page of skip lagged of the app
20263,page showing options related to a travel based app
26123,home page
26123,page displaying image with different options like start skip
26123,screen shows start option
26123,start page
26123,starting page
21444,sign in page
21444,sign in page
21444,sign in page
21444,sign in page
21444,welcome page for money tracker app
13695,display of a medication application with various options
13695,list of options in settings
13695,list of options in the application for the account
13695,page showing a side menu with different options
13695,page showing the option menu tab
32660,display shows number of articles
32660,list of different kinds of bathroom tile ideas gallery
32660,page displaying list of bathroom tile ideas
32660,page shows bathroom tile ideas
32660,various ideas displayed of interior decoration app
16570,alert message on files found in the application
16570,notification displaying close and add options
16570,pop up displaying files to add
16570,pop up displaying new files found
16570,pop-up showing found new files
23692,display with alternative option
23692,list of genres in the music app
23692,screen showing alternatives with options
23692,search page displayed with various tracks in an music application
23692,search page for finding different music in music learning app
19086,alert message to select an app for sending a file
19086,pop up displaying apps to share a file
19086,pop up page for sending through different apps
19086,pop-up showing multiple options to send
19086,pull up screen of share option
2848,display of a page asking for a code
2848,enter code to verify mobile number
2848,page asking to enter a code for mobile verification
2848,page displaying to verify personal details
2848,page to enter verification code
17774,display of settings page of a mobile
17774,display shows settings page
17774,list of various options for settings
17774,settings page
17774,settings page
30419,display with multiple options
30419,page displaying menu of items in an automobile app
30419,page showing different options on an app
30419,top sellers of get a quote
30419,window displaying about all types of insurances
34464,display image
34464,page displaying the information about the application
34464,page displaying the information of an exchange products
34464,page showing about different information
34464,page showing information about trading
2129,page displaying option in setting location in navigator app
2129,page for setting a location for searching on a map
2129,page is showing a location in the mapping app
2129,search page to find an address
2129,set location in map location
35114,application screen displays the money reward for downloading app
35114,home page showing various games
35114,home screen of application with download notification
35114,page showing welcome interface
35114,pop up showing to download cool game
32191,displaying with an incomplete profile
32191,page displayed percentage of profile completed and other options
32191,page displaying message for completion of a profile
32191,page showing status of profile upload
32191,screen displaying the notification to complete my profile
22603,display of license agreement to accept/deny
22603,display page of a storm detection app
22603,page displaying the license agreement details
22603,screen displaying the terms and conditions of a page
22603,various terms and conditions page displayed
30353,display shows news
30353,page displaying a text below the image
30353,page displaying articles in a sports news based app
30353,page displaying list of articles
30353,page displaying the news feed about the game
29947,display of a pop up
29947,pop showing the list of ringtones
29947,pop-up showing list of various ringtones
29947,pop-up shows different types of ringtones
29947,pop-up to select ringtones
1460,page displaying to add a person
1460,page displaying to add people
1460,page showing option like finish
1460,page to add person in the application
1460,screen showing the add people in social app
22650,page displaying different profiles with ratings
22650,page displaying the reviews for advisors
22650,page showing multiple advisors
22650,screen displaying page of an social application with search option
22650,screen displaying various advisors
22382,application for different styles of bedroom decorations in mobile
22382,display of an image in the home decorating app
22382,page displaying image of a bedroom
22382,page showing bedroom images in a decor app
22382,page showing image
32368,display shows list of states/area in the tide application
32368,pop up asking to select a area
32368,pop up list for selecting different regions
32368,pop-up displaying different state or areas to select
32368,pop-up of a list to select location in app
35697,display showing options
35697,home screen displaying options for settings
35697,list of options for different settings and information
35697,page showing different options like settings
35697,screen page with various options
27237,page displaying different locations of restaurant in map
27237,page displaying restaurants locations with few options
27237,page displaying the location of restaurants
27237,page showing locations of multiple restaurants
27237,screen page displaying map with different options
33156,display of a map location
33156,page displaying map in weather forecasting app
33156,page showing weather status in weather app
33156,page that displaying a map
33156,screen displaying a map on a weather forecast app
26008,displaying stories with likes and comments
26008,list of different stories with multiple icons and options
26008,screen page displaying list of stories
26008,screen page of a list of stories
26008,screen showing story page
28625,display of options
28625,display shows number of districts
28625,page displaying list of locations
28625,page displaying list of locations
28625,page showing about different stations available
35015,home page displaying various news feeds
35015,page displaying sports feed of an sports application
35015,screen displaying the news page
35015,screen shows news in a news app
35015,sport app displaying news page and other options
16241,log in page
16241,login in page
16241,login page
16241,page with different login options of a video streaming app
16241,screen display log in page
13503,display shows settings page
13503,page displaying selected option
13503,page displaying settings with a option
13503,page displaying to enable notification
13503,settings page of the notifications
30305,empty list of favorites in shopping app
30305,favorites page displayed
30305,favorites tab in the application with empty status
30305,page displaying favorite restaurants with different options
30305,page displaying with no list of favorites near the location
1584,display of an social application with share option
1584,display of image with chat box in the social app
1584,page displaying comments for a image
1584,page displaying comments on a pic posted
1584,page displaying pic of the day with reviews
18177,page displaying rating and information
18177,page displays information about entertainment app
18177,page showing multiple options
18177,page showing the overview
18177,screen showing overview page
32631,alert message with a download icon
32631,display of a pop up
32631,pop up displaying new app is waiting for you
32631,pop-up is showing to download a new app
32631,pop-up showing to download new app
24158,list of different products are displaying
24158,page displaying different options
24158,page displaying product categories
24158,page displaying product categories
24158,page showing the options for product categories
19803,display showing page
19803,home screen displaying about patient data
19803,page showing the options for data retrieval
19803,page with instructions of screen lock for keeping data safe
19803,screen to keep patient data safe
35225,log in page of a social app
35225,login page
35225,login page
35225,login page
35225,welcome page
2089,home screen displaying to enter details
2089,multiple fields to fill for an enquiry
2089,page displaying to enter few details with a option
2089,page shows to enter your details for sending your package
2089,screen shows multiple options
13326,display shows search option to find items
13326,notification showing various food items
13326,pop up list for selecting different food items
13326,pop-up showing list of food items
13326,pop-up to search for desired food
13111,bank accounts information showing in this page
13111,display of accounts in a financial app
13111,page displaying about accounts
13111,page displaying details of accounts
13111,page displaying options of accounts
16478,display of stress management application with various options
16478,page displays to watch effects of stress in app
16478,page with many options in it
16478,screen displaying information to be read for a health application
16478,screen showing information to be read of a health app
3056,display of locations on a map
3056,display shows map
3056,map application with different locations
3056,map view
3056,page displays multiple options of mapping app
26975,display of multiple options for music player application
26975,page displays volume button in app
26975,page showing different options in music
26975,page showing the video along with volume slider
26975,screen shows different options in a music app
33985,home page showing about panel
33985,menu page and other options displayed
33985,page displaying the menu of baby activities
33985,page displaying the various options
33985,profile page featuring several options
30530,list of options available under settings
30530,page showing list of different setting options
30530,setting page displaying the various options
30530,settings page displayed
30530,settings page with different options
19623,display of online users page in the application
19623,page displayed search bar to find members and other options
19623,page displaying no users found and search bar
19623,page displaying the online status
19623,page showing results and multiple icons
31762,page displaying information about the application
31762,page displaying information
31762,pop up displaying about photo window description
31762,pop-up showing a declaration to accept
31762,popup showing information about photo window
16705,display is showing options
16705,home page with different options displayed
16705,home screen showing options
16705,main page of the application with few options
16705,welcome page
15698,page showing different locations to browse
15698,page showing options in a local activity search app
15698,page showing the options for browse by category
15698,screen shows explore page of an event planning app
15698,window displaying a app to explore
29301,continue page
29301,pop up displaying the profile and asking for confirmation
29301,pop-up shows continue
29301,pop-up shows to continue
29301,popup showing information about profile and continue option
12844,display of a page with various options
12844,page displaying different pet animals
12844,page displaying multiple comments
12844,page displaying multiple thumbnails and options
12844,page displaying photos of animals and texts
22172,display of options
22172,image edit application with make a baby option
22172,make a baby of social app
22172,screen displaying the welcome page of a make up app
22172,screen shows photo editor app with multiple options
3090,log in credential page for an social app
3090,log-in/sign-up page
3090,sign in page for the social app
3090,sign up page
3090,sign up page
1295,display of settings page
1295,list of options for settings
1295,list of various settings
1295,page displaying multiple settings options
1295,page displays settings
28443,initial page
28443,screen displaying the page showing accept option
28443,welcome page for radar detector app
28443,welcome page
28443,welcome page of hello app
22269,pop up message
22269,pop up message to select playlists
22269,pop up page displaying playlists
22269,pop-up showing multiple options for playlists
22269,pop-up to select the option from playlists
28257,different setting options are displaying in the settings page
28257,page showing different options in settings
28257,settings page
28257,settings page with number of options
28257,settings tab with two different options in the mobile
24467,display with earn trip option
24467,page displaying rental cars application
24467,page displaying the content to share with friends
24467,page displaying the information about the application with few options
24467,share with friends of earn trip credits
23382,page displayed to add title and recipe manual of application
23382,page displays options for cooking app
23382,page showing different options in food app
23382,screen displaying the screen page of a recipe app
23382,window displaying a recipe app
34022,display of hotels in a searched location
34022,page displaying details for hotels
34022,page showing options in a hotel booking app
34022,search bar along with options to find a hotel
34022,search page of hotels in booking application
16605,page displaying information for signing up account
16605,page displaying list of options for sign up
16605,sign up page of an social app
16605,sign up page register with facebook
16605,signup page of a shopping app
19027,feedback page
19027,page showing information about baby
19027,page asking personal details for an app
19027,starting page
19027,welcome page
21087,could n't find restaurants in deliveroo
21087,display page for an application
21087,page displaying search results of a food app
21087,page displaying the various options in food application
21087,screen displaying search result
13879,display of a video explaining the news feed
13879,display of options in a news application
13879,page displaying a video
13879,page displaying about a news
13879,screen page displaying a video
11638,information tab in the mobile with description
11638,page displaying about helpful information
11638,page displaying the information about the application
11638,page displaying useful information of pregnancy
11638,page showing helpful information
12910,account page with number of options
12910,display shows my account settings page
12910,list of options of an account of a shopping app
12910,page displaying the various categories
12910,page showing options related to account settings
32549,catalog page of a reading app
32549,displaying a message how to use a feature
32549,screen displaying my catalogs page
32549,screen displaying the catalog app with no content
32549,window displaying a ebook app
15359,application for women period care
15359,page displaying various details
15359,page of a woman menstrual cycle app
15359,page showing different options in a period app
15359,screen shows details about cycle period length
33941,list of options
33941,list of various factors in application
33941,list showing various categories
33941,page displaying to select factors from the list
33941,page for selecting factors for applying
16299,home screen displaying sessions
16299,page displaying various options in app
16299,pop up displaying options for settings
16299,pop up with multiple options
16299,pop-up showing the multiple options
29439,display translation page of learning app
29439,page displayed text to translate and other options
29439,page that displaying language translator application
29439,screen displaying the translation page
29439,translation page in a language translation application
29240,display with images in files
29240,list of photo albums are available in the app
29240,page showing different kind images to select
29240,screen showing multiple images in a gallery page
29240,screen shows different types of images
26376,informative page
26376,page displaying the information about the application
26376,page displaying the list of claims
26376,page showing information about smartphone car key remote app
26376,screen displaying the page of a car rental app
26431,page showing welcome page
26431,page shows start page
26431,screen showing the welcome page of restaurant app
26431,welcome page
26431,window displaying a food app
33358,page asking user pin code for login purpose
33358,page displaying keypad to enter pin code
33358,page displaying with keypad to enter pin
33358,page showing option of six digit pin code
33358,page to write pin code in the app
25678,menu page with various options
25678,page displaying demo mode along with different options
25678,page displaying menu of menu mode
25678,page showing a side menu with different options
25678,page showing the options for demo mode
10379,page displaying list of groceries
10379,page showing shopping list of items
10379,screen display list of various ingredients
10379,screen displaying list of items for the preparation of recipe
10379,shopping list is available in the app
17182,display of settings page
17182,list of options for settings
17182,page displaying various settings
17182,screen set up in settings
17182,settings page of a profile with several options
1475,screen displaying the sign in page
1475,screen shows shopping app with sign in option
1475,sign in page for a shopping app
1475,sign in page for an application
1475,sign in page
29331,display of different flight fares in the airlines app
29331,list of different flights with charges
29331,page displaying list of different flights with details
29331,page showing all the flights
29331,page showing list of flight availability and price details
17421,data table with time and day
17421,display of a page with one option
17421,page displaying day and time table
17421,page displaying the data information
17421,screen showing data table with date and time
26648,page asking user to create a pin for verification purpose
26648,page displaying to enter code
26648,welcome page displayed to enter unique pin
26648,welcome page
26648,window asking to create a pin
2930,different language options are displaying to select
2930,display shows number of languages
2930,page displaying list of languages
2930,page displaying list of various languages to choose
2930,page displaying to select language among them
32318,notification with create and cancel options
32318,page showing favorite list
32318,pop-up displaying an option to create a list
32318,pop-up showing favorites list
32318,pop-up shows favorites list
23218,app asking to enter a nickname
23218,main page of the application with few options
23218,nickname of a chat latino
23218,page showing input login credentials
23218,screen displaying the welcome page of a messaging app
14310,list of settings options for attendance application
14310,page displaying multiple settings options
14310,settings page displaying of an attendance marking app
14310,settings page of a learning app with various options
14310,settings page
33547,blank page of favorites displayed in an dating application
33547,empty page of favorite list in app
33547,page displaying the blank page of favorites
33547,page showing your favorites list
33547,window displaying a dating app
17903,list of different kinds of sounds in the application
17903,list of sounds in catalog page of a sound application
17903,list showing various ringtones
17903,page displaying list of sounds
17903,page listing different environmental audio files
32667,ideas of bathroom tile ideas
32667,image with different editing options
32667,page displaying image with different control options
32667,page showing bathroom image for decorating your bathroom
32667,page shows a picture in the house decoration app
34977,page showing different apps to share with
34977,pop up page displaying to share info through various ways
34977,pop up showing various apps
34977,pop-up showing different sharing options
34977,pop-up showing for social apps
31448,pop-up showing deny or allow option
31448,pop up message of an social app
31448,pop-up asking permission for allowing the app
31448,pop-up showing a declaration to allow
31448,popup page for allowing terms and conditions
35717,page displaying option of settings
35717,page displaying settings in app
35717,page displaying to turn on pop up in settings application
35717,page shows settings
35717,settings page of a shopping app
29272,basics to create an activity
29272,different parameters are displaying for activity creation
29272,page showing options to create an activity
29272,page showing various basic details
29272,window displaying is to create activity for students
30803,different kinds of classes in the application regarding quantum physics
30803,list of theories available in the application
30803,list of theory in app
30803,list of topics of a subject in an education app
30803,list of various options
30233,display of options
30233,list of settings
30233,page displaying the various options
30233,screen displaying the barometer page with multiple options
30233,various options displayed of an sensor app
1778,page displaying to enter code for verification
1778,page asking the code to verify phone number
1778,page displayed to enter code to verify a social application
1778,screen displaying the verification page of a social app
1778,verification page to confirm number
23370,app showing list of recipes
23370,display page of a cooking application
23370,page displaying title box
23370,page showing interface for a cooking based app
23370,page with all options of a recipes app
21329,pop up displaying the license information
21329,pop up notification displaying license information
21329,pop up of a license information
21329,pop up page showing policies information
21329,pop-up is showing about license information
26924,page displaying the information of social app
26924,page displaying videos for weather report
26924,page displaying with weather news feeds
